,NAMES,AREA,LOCALITY,ZONE N PERSON,NOTE,USP, ,LOWS - DONT DISCLOSE,Pics,PRICE,LOCATION,FOOD ,Drive Link,exact name,exact location,group name,,manager number ,mng name,owner name & number,,,,,url
,FABLE GIRLS ,BTM LAYOUT ,"slik board, btm ","ALL/YPR , KORA , ABHAYY",,,,10/13/25,,"⚡️ Welcome to Gharpayy FABLE GIRLS! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 

🧡Triple Sharing. - ~Was 12k~, *now only 10K!
💛Dual Sharing. - ~Originally 17k~, *now just 15k!
❤️Private rooms - ~Formerly 28k~, *now specially priced at 26K! 

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! Offer expires in 4 hours. *Prebook now for just 3k!*🔥   enjoy complimentary good food.","📍GHARPAYY Fable girls
🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [https://maps.app.goo.gl/qCbvrRUZ6dFztJM16]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨",3 TIMES VEG/NON VEG,https://drive.google.com/drive/folders/1HWS-DbNTKQFGFmIaIpP8ADlGB_mYA7V3?usp=drive_link,GMB COMFORTS,https://maps.app.goo.gl/JLmPowVAmuXeu1YT7,GMB COMFORTS X GHARPAYY ,https://youtube.com/shorts/7AbQtsUF8zs,8431426795,,9980889487,,*🍽️ Food (Weekdays)*,,,
,TOM BOYS ,KORAMANGLA  ,,"ALL/YPR , KORA , ABHAYY",,,,11/13/23,,"⚡️ Welcome to Gharpayy TOM BOYS! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 

🧡Triple Sharing. - ~Was 14k~, *now only 12K!
💛Dual Sharing. - ~Originally 17k~, *now just 15k!
❤️Private rooms - ~Formerly 27k~, *now specially priced at 25K! 

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! Offer expires in 4 hours. *Prebook now for just 3k!*🔥   enjoy complimentary good food.","📍GHARPAYY TOM BOYS -BOYS..!

🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [https://maps.app.goo.gl/D2rG63LzrV9a7X1N9]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨",3 TIMES VEG/NON VEG,https://drive.google.com/drive/folders/1XZcmlw6I00_k1ZU_XwxS9tyDVAflZ9-K?usp=drive_link,KALPAVRIKSHA,,GHAPPAYY BOOKING KLP ,https://youtube.com/shorts/gQHwQCDIuhs,6364800803,PRIYANKA ,,,• Breakfast & Dinner,,,
,TOVE BOYS ,KORAMANGLA  ,,"KORA , ALL/YPR, ABHAYY",,,,7.5/11/17,,"⚡️ Welcome to Gharpayy TOVE BOYS! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 

🧡Triple Sharing. - ~Was 10k~, *now only 8K!
💛Dual Sharing. - ~Originally 14k~, *now just 12k!
❤️Private rooms - ~Formerly 20k~, *now specially priced at 18K! 

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! Offer expires in 4 hours. *Prebook now for just 3k!*🔥   enjoy complimentary good food.","GHARPAYY TOVE BOYS 

🚀 Attention: Pre-Booking Required!   enjoy a seamless experience upon arrival! 

🎯DESTINATION : https://maps.app.goo.gl/Mukfn9vnVK9vN8up8

 secure your spot before you regret it! See you soon in Bangalore!🏃‍♂️",3 TIMES VEG/NON VEG,https://drive.google.com/drive/folders/1viprovgDS86hBgKF0LWrwj0a784C8THl?usp=drive_link,SAPTHGIRI PG FOR GENTS ,https://maps.app.goo.gl/NNh4Jg4pkkdqohCX6,SAPTHGIRI PG,https://youtube.com/shorts/lZ_y6PdQAZ0,7294828337,,8884123459,,• Monday to Friday,,,
,QUT GIRLS ,KORAMANGLA  ,,"KORA , ALL/YPR , ABHAYY",,,,10/12/18,,"⚡️ Welcome to Gharpayy QUT GIRLS! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 

🧡Triple Sharing. - ~Was 13k~, *now only 11K!
💛Dual Sharing. - ~Originally 15k~, *now just 13k!
❤️Private rooms - ~Formerly 22k~, *now specially priced at 20K! 

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! Offer expires in 4 hours. *Prebook now for just 3k!*🔥   enjoy complimentary good food.","GHARPAYY QUT GIRLS !
 🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [https://maps.app.goo.gl/y6Rf5dBpvY6TBak3A]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨",3 TIMES VEG,https://drive.google.com/drive/folders/1CwAJRE4a06s2OnBi0_3OM-bIDo45ZJYR?usp=drive_link,MOJO HAWARD HOUSE ,https://maps.app.goo.gl/kSXxab2658WzZQBu6?g_st=ipc,MOJO X GHARPAYY ,https://youtube.com/shorts/LI5aDqo3aZk,8792915685,LAVANAYA ,8951142499,MANU,,,,
, zexx coed ,KORAMANGLA  ,sg palya ,"KORA , ALL/YPR , ABHAYY",,,,12/18,,"⚡️ Welcome to Gharpayy ZEXX COED! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 

💛Dual Sharing. - ~Originally 15k~, *now just 13k!
❤️Private rooms - ~Formerly 22k~, *now specially priced at 20K! 

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! Offer expires in 4 hours. *Prebook now for just 3k!*🔥   enjoy complimentary good food.","GHARPAYY ZEXX COED !
 🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [https://maps.app.goo.gl/y6Rf5dBpvY6TBak3A]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨",3 TIMES VEG,https://drive.google.com/drive/folders/1ryagwtgurKkXo2WEccRjKv1z4V41Uu4C?usp=drive_link...................................,MOJO PRINCETON ,https://maps.app.goo.gl/WDZeyae9uStdfjvo9?g_st=ipc,MOJO X GHARPAYY ,https://youtube.com/shorts/riXVJ-CDzU8,8867972551,,8951142499,MANU,*⚙️ Utilities & Daily Essentials*,,,
, ELUX COED,Bellandur,Kadubeshanhali,"MWB , HARSH",,,,19/28,,"""⚡️ Welcome to Gharpayy ELUX COED! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 

💛Dual Sharing. - ~Originally 22k~, *now just 19k!
❤️Private rooms - ~Originally 33k~, *now just 30.3k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! Offer expires in 4 hours. *Prebook now for just 3k!*🔥   enjoy complimentary good food.""","GHARPAYY ELUX COED !
 🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [https://maps.app.goo.gl/xgyo4AvveC8Mb5oU9]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨",3 TIMES VEG/NON VEG,https://drive.google.com/drive/folders/10dsJo5yHTzhqkebr7Zg5kzrTKa9SD8ta?usp=drive_link,Infinity inn echo,https://maps.app.goo.gl/rKhCdzjmuK8Fz9uZ6,ECHO COLIVING,https://youtube.com/shorts/5RKmnTb5a04,,,"79966 79993 PG Manager 
93464 05038 Akash Kumar",,• Maintenance & Water,,,
,ARK COED,Whitefield,,"MWB , HARSH",,,,11/22,,"⚡️ Welcome to Gharpayy ARK COED! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 

💛Dual Sharing. - ~Originally 15k~, *now just 13k!
❤️Private rooms - ~Formerly 25k~, *now specially priced at 23K! 

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! Offer expires in 4 hours. *Prebook now for just 3k!*🔥   enjoy complimentary good food."," 📍GHARPAYY ARK COED!
 🚀 Attention: Pre-Booking Required!   enjoy a seamless experience upon arrival! 

🎯DESTINATION [https://maps.app.goo.gl/rjnKLPovy4PiVGHk7]

 secure your spot before you regret it! See you soon in Bangalore!🏃‍♂💨",3 TIMES VEG,,arcadian livinn,https://maps.app.goo.gl/mexXk96Y9dCDawNo7,arcadian,,81869 33794,brahamendran,,,• RO Drinking Water,,,
,DORA BOYS ,DOMLUR / EJIPURA ,near to indranagar ,"KORA , ASHMITA , ABHAYY",,,,8.5K/10.5K,,"⚡️ Welcome to Gharpayy DORA BOYS! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 

🧡Triple Sharing. - ~Was 12.5k~, *now only 10.5K!
💛Dual Sharing. - ~Originally 14k~, *now just 12k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! Offer expires in 4 hours. *Prebook now for just 3k!*🔥   enjoy complimentary good food.","GHARPAYY DORA BOYS  !
 🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [https://maps.app.goo.gl/y9VV72MAafCG7tCg9?g_st=ipc]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨",,https://drive.google.com/drive/folders/1Qp5i3U-6FdKPrLHhYohD6YkSWnis3YTC?usp=drive_link,Shyam Comforts Gents PG,https://maps.app.goo.gl/PkLZ6oe4Zn2BXSLa9,,,,,,,• High-Speed Wi-Fi,,,
,VeLuxe COED,VEGA CITY ,NS PALYA ,"ALL/YPR , SANCHIT , KORA",next to vega city mall ,NEW CONSTRUCTED ,,14/15/27/29,,"⚡️ Welcome to Gharpayy  HS/VELUXE COED⚡️
❤️ We're thrilled you loved our rooms.🚀 _Exclusive_ *PRE LAUNCH* _Offer Alert_: ~*UPTO 4K OFF MONTHLY*~

🧡Twin Deluxe - ~Was 18k~, **now only 16k!*
💛Twin Premium - ~Originally 19k~, **now just 17k!*
❤️Private Deluxe - ~Formerly 31k~, **now specially priced at 29k!*
❤️Private Premium - ~Formerly 33k~, **now specially priced at 31K!*

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in 24 hours. *Prebook* now for just 10k!*🔥 enjoy complimentary good food."," ""GHARPAYY HS/VELUXE COED !
 🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 


🎯DESTINATION [https://maps.app.goo.gl/LGZV2Wd7mDqvqqPe6?g_st=ic]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨",3  TIME VEG/NON VEG,https://drive.google.com/drive/folders/1co0yt4krZLKiROVb84TqA2v2w2Nyd6zE?usp=drive_link, Sivani living (LOTUS ),https://maps.app.goo.gl/j5XLmDc6QUwsTrCc6?g_st=ic,SIVANI CO LIVING ,https://youtube.com/shorts/YubhJzAWd2A,,,,,• Scheduled Pest Control,,,
, Hgr  METRO COED ,HSR / BTM ,near Bommanahalli metro station & HSR Layout,"KORA , ALL/YPR , SANCHIT",,,,13/14/15/23/24/25,,"⚡️ Welcome to Gharpayy HGR  METRO COED ⚡️
❤️ We’re thrilled you loved our rooms. 🚀 Exclusive PRE LAUNCH Offer Alert: ~UPTO 4K OFF MONTHLY~

🧡 Twin Executive – ~Was 17k~, now only 15k!
💛 Twin Deluxe – ~Originally 18k~, now just 16k!
❤️ Twin Suit – ~Formerly 19k~, now specially priced at 17k!

🧡 Private Executive – ~Was 27k~, now only 25k!
💛 Private Deluxe – ~Originally 28k~, now just 26k!
❤️ Private Suit – ~Formerly 29k~, now specially priced at 27k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! Offer expires in 24 hours.📌 Prebook now for just 10k! 🔥 Enjoy complimentary good food.",""" """"GHARPAYY HGR METRO COED !
 🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 


🎯DESTINATION [https://maps.app.goo.gl/x5b7KqMMoRACS369A]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨",3  TIME VEG/NON VEG,https://drive.google.com/drive/folders/1AJ1TqeHI48KEXMzxlnO3oXf6Pny52meX?usp=drive_link, Sivani living (lavendar house),https://maps.app.goo.gl/k6LDTThzQK9gANNy9,SIVANI CO LIVING ,https://youtube.com/shorts/XlBTp6cDVe0,,,,,• 24×7 CCTV & Security,,,
,HS HUGO COED ,HSR LAYOUT ,near hogasandrametro station ,"ALL/YPR , KORA , SANCHIT",,,,13/14/15/23/24/25,,"""⚡️ Welcome to Gharpayy HUGO COED ⚡️
❤️ We’re thrilled you loved our rooms. 🚀 Exclusive PRE LAUNCH Offer Alert: ~UPTO 4K OFF MONTHLY~

🧡 Twin Executive – ~Was 17k~, now only 15k!
💛 Twin Deluxe – ~Originally 18k~, now just 16k!
❤️ Twin Suit – ~Formerly 19k~, now specially priced at 17k!

🧡 Private Executive – ~Was 27k~, now only 25k!
💛 Private Deluxe – ~Originally 28k~, now just 26k!
❤️ Private Suit – ~Formerly 29k~, now specially priced at 27k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! Offer expires in 24 hours.📌 Prebook now for just 10k! 🔥 Enjoy complimentary good food.""","""GHARPAYY HS HUGO COED !
 🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [https://maps.app.goo.gl/52tJEDzbfbMvTDLF7?g_st=ic]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨",3  TIME VEG/NON VEG,https://drive.google.com/drive/folders/1Al3VDwRVaawsG6WkMfRcpA5tWK_92W1g?usp=drive_link, Sivani living ( cherry blossom house),https://maps.app.goo.gl/uUCScfsDwWTXKDhh6?g_st=ic,SIVANI CO LIVING ,https://youtube.com/shorts/_wqw8Ua6FyM?feature=share,,,,,,,,
,HS/EDGE COED,HSR LAYOUT ,near Bommanahalli metro station & HSR Layout,"ALL/YPR , KORA , SANCHIT",,,,11/19,,"⚡️ Welcome to Gharpayy HS/EDGE COED ⚡️
❤️ We’re thrilled you loved our rooms. 🚀 Exclusive PRE LAUNCH Offer Alert: ~UPTO 4K OFF MONTHLY~

🧡 Twin Executive – ~Was 15k~, now only 13k!
❤️ Private Executive – ~Formerly 23k~, now specially priced at 21k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay!⏳ Offer expires in 24 hours.📌 Prebook now for just 10k! 🔥 Enjoy complimentary good food.

"," ""GHARPAYY HS/EDGE COED !
 🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [https://maps.app.goo.gl/x5b7KqMMoRACS369A]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨",3  TIME VEG/NON VEG,https://drive.google.com/drive/folders/1Z1ZQZX4CcqZMtBAjl_NeLe8U7gNvdBJ8?usp=drive_link,  Sivani living (IRIS HOUSE),https://maps.app.goo.gl/816oe2VGZCKSJKww8,SIVANI CO LIVING ,https://youtube.com/shorts/AhpMPLEHkkg,,,,,*🧺 Laundry Support* 2–4 Laundry Coupons,,,
,VEGAS COED ,VEGA CITY ,NS PALYA ,"ALL/YPR , KORA , ZONE N PERSON, SANCHIT",next to vega city mall ,NEW CONSTRUCTED ,,13/14/15/23/24/25,,"⚡️ Welcome to Gharpayy VEGAS COED ⚡️
❤️ We’re thrilled you loved our rooms. 🚀 Exclusive PRE LAUNCH Offer Alert: ~UPTO 4K OFF MONTHLY~

🧡 Twin Executive – ~Was 17k~, now only 15k!
💛 Twin Deluxe – ~Originally 18k~, now just 16k!
❤️ Twin Suit – ~Formerly 19k~, now specially priced at 17k!

🧡 Private Executive – ~Was 27k~, now only 25k!
💛 Private Deluxe – ~Originally 28k~, now just 26k!
❤️ Private Suit – ~Formerly 29k~, now specially priced at 27k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! Offer expires in 24 hours.📌 Prebook now for just 10k! 🔥 Enjoy complimentary good food."," ""GHARPAYY VEGAS COED  !
 🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION [https://maps.app.goo.gl/Cv2rVP3zUx3BBq7NA]

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨",3 TIME VEG/NON VEG,https://drive.google.com/drive/folders/1hQy5AE-FjaId2yFbmOT5n8vpcP5TMBOI?usp=drive_link,SIVANI LIVING (orchid house),https://maps.app.goo.gl/VPK1H1avdvQJFqCu9?g_st=ic,SIVANI CO LIVING ,https://youtube.com/shorts/fGXA-apNCFo,,,,,*(Varies by room category)*,,,
,ZONE BGM ,bgm madadevpura,"bagmane, mahadevapura,  cv raman","MWB , HARSH",,"extremely budget friendly, mini gym & games. definitely coliving ",10,D 13 14 /22 23,"Yep,  _*EAGER TO SEE THE ACCOMMODATION ?*_ 👀 

 *GHARPAYY - BGM MAX COED*  👉👉 https://stays.gharpayy.in/view?file=GG%20BGM%20MAX%20COED.pdf  ♥️
> FULLY FURNISHED WITH    FOOD & GREAT AMENITIES. IT'S HAND-PICKED FOR YOU 🔑 PREBOOK & UNLOCK DISCOUNTS 

*RATE OUT OF 10 ?* 🫢👌
 
> OR ASK QUESTIONS,  SO, WE CAN UNDERSTAND YOUR NEEDS ASAP & GET BEST ACCOMMODATION. 

Click To See - REFER N EARN","⚡️ Welcome to Gharpayy ZONE BGM- COED ! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 *Exclusive Offer Alert:* **2K OFF MONTHLY** 

💛Dual Sharing. - ~Originally 17k~, **now just 15k!*
❤️Private rooms - ~Formerly 26k~, **now specially priced at 24k!*

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in 4 hours. *Prebook* now for just 3k!*🔥   enjoy complimentary good food.","📍GHARPAYY ZONE BGM COED

🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION : https://maps.app.goo.gl/QuLYHW5y9i1yt1qQA

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨",3 Time veg & non veg,https://drive.google.com/drive/folders/1hsdja02DllD-7Wfn_zR65gWoaWY8xlxo?usp=drive_link,BGM MAX NEAR PROPERTY ,https://maps.app.goo.gl/3fawpySFLrBkSYbK8,AK CLASSIC ,https://youtube.com/shorts/B6ePL5klrxE?feature=share,,,,,,,,
,HS AFFO COED,hsr layout ,Kudlu/ Hsr layout,"KORA , ASHMITA , ABHAYY",,,,10/18,,"⚡️ Welcome to Gharpayy HS AFFO  COED! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 

💛Dual Sharing. - ~Originally 15k~, *now just 13k!
❤️Private rooms - ~Formerly 22k~, *now specially priced at 20K! 

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! Offer expires in 4 hours. *Prebook now for just 3k!*🔥   enjoy complimentary good food.","📍GHARPAYY HS AFFO COED ! 

🚀 Attention: Pre-Booking Required!   _enjoy a seamless experience upon arrival!_ 

🎯DESTINATION : https://maps.app.goo.gl/SHyAe6cYg1a2jZbu9

 _secure your spot before you regret it! See you soon in Bangalore!_🏃‍♂️💨",3 TIME VEG AND NON VEG ,https://drive.google.com/drive/folders/1a2KfTqAwn1MXRDSAnKZEKeCirO7zvBJP?usp=drive_link,Nesto Aloha Coliving PG,https://maps.app.goo.gl/o7Mo32h5swjdYDLq5,NESTO ,,,,,,*🛏️ In-Room Comforts*,,,
,MSR GIRLS ,ypr campus,MATHIKERE / MSR RAMMIAH COLLEGE ,ALL/YPR,,,,15/17/36,,"""⚡️ Welcome to Gharpayy MRS GIRLS! ⚡️ ❤️ We're thrilled you loved our rooms.🚀 *Exclusive Offer Alert:* **2K OFF MONTHLY** 

🧡Triple Sharing. - ~Was 19k~, **now only 17k!*
💛Dual Sharing. - ~Originally 21k~, **now just 19k!*
❤️Private rooms - ~Formerly 38k~, **now specially priced at 36k!*

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in 4 hours. *Prebook* now for just 3k!*🔥   enjoy complimentary good food.""","""📍GHARPAYY MRS GIRLS!
 🚀 Attention: Pre-Booking Required!   enjoy a seamless experience upon arrival! 

🎯DESTINATION [https://maps.app.goo.gl/dTuHErb1p4gCjX5W6]

 secure your spot before you regret it! See you soon in Bangalore!🏃‍♂💨!""",3 TIME VEG AND NON VEG ,MSR GIRLS ,BLUEBELLS DAHILLA HOMES ,https://maps.app.goo.gl/pX3SUmywLZLvB5RVA,BLUEBELL X GHARPAYY ,https://youtube.com/shorts/viJt3kb5xkk,,,,,• Refrigerator,,,
,LUKAS COED ,BTM LAYOUT ,NEAR SILK BOARD METRO,"KORA, ALL/YPR",,extremely budget friendly,,11K/21K ,,"⚡ Welcome to Gharpayy LUKAS COED! ⚡ ❤ We're thrilled you loved our rooms.🚀 Exclusive Offer Alert: *2K OFF MONTHLY* 

💛Dual Sharing. - Originally 14k, *now just 12k!
❤Private rooms - Formerly 24k, *now specially priced at 22k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 2-month stay! Offer expires in few hours. *Prebook now for just 5k!""","""📍GHARPAYY LUKAS COED!
 🚀 Attention: Pre-Booking Required!   enjoy a seamless experience upon arrival! 

🎯DESTINATION [https://maps.app.goo.gl/mkyci6bSDxVZfkJeA]

 secure your spot before you regret it! See you soon in Bangalore!🏃‍♂💨!""       ",3 TIMES Veg  AND NON VEG ,LUKAS COED GG ,ROYAL SUIT HOUSE ,https://maps.app.goo.gl/jZH4cSfx3xYwzu9e6,LUKAS COED X GHARPAYY ,https://youtube.com/shorts/3Jnbujk0iTI,,,,,• Dedicated Workstation (Table & Chair),,,
,AUXX COED ,MAHADEVPURA ,"Areas accessible from FF21-PMC - Mahadevpura, Hoodi, Doddenakundi, Bagmane Tech Park, Bagmane World Technology Center, Karthik Nagar, BEML Layout, Thanisandra, Indiranagar, Jeevan Bhima Nagar, RMZ Tech Park, CV Raman Nagar)  ","MWB , MADHAV",,,,,,"⚡️ Welcome to Gharpayy AUXX COED⚡️
❤️ We're thrilled you loved our rooms.🚀 _Exclusive_ *PRE LAUNCH* _Offer Alert_: ~*UPTO 4K OFF MONTHLY*~

🧡Twin Deluxe - ~Was 20500k~, **now only 18500k!*
💛Twin Premium - ~Originally 23k~, **now just 21k!*
❤️Private Premium - ~Formerly 34k~, **now specially priced at 32K!*

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! *Offer expires in 24 hours. *Prebook* now for just 10k!*🔥 enjoy complimentary good food.","""📍GHARPAYY AUXX COED !
 🚀 Attention: Pre-Booking Required!   enjoy a seamless experience upon arrival! 

🎯DESTINATION [https://maps.app.goo.gl/t7n9UvmRVorKnMnj6]

 secure your spot before you regret it! See you soon in Bangalore!🏃‍♂💨!""       ",read the terms and condition ,AUXX COED GG,ff21 mahadevpura pmc ,FF21-PMC | Mahadevapura,gharpayy x ff21,https://youtube.com/shorts/pd2A40iu-mo?feature=share,,,,,• Wardrobe Organizer Sets,,,
,,,,,,,,,,,,,,FF21 PODS MAHADEVPURA ,FF21-PODS | Marathahalli,,,,,,,,,,
,MAXX COED ,Thubarahalli,,"MWB , MADHAV",,,,14000/17350/18450/34700/36950,,"""⚡️ Welcome to Gharpayy MAXX COED ⚡️
❤️ We’re thrilled you loved our rooms. 🚀 Exclusive PRE LAUNCH Offer Alert: ~UPTO 4K OFF MONTHLY~

🧡 Pods Single Basic – ~Was 18k~, now only 16k!
💛 Pods Single Deluxe – ~Originally 21k~, now just 19k!
❤️ Pods Single Premium – ~Formerly 22k~, now specially priced at 20k!

💛 Twin/Couple Deluxe – ~Originally 38k~, now just 36k!
❤️ Twin/Couple Premium – ~Formerly 40k~, now specially priced at 38k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! Offer expires in 24 hours.📌 Prebook now for just 10k! 🔥 Enjoy complimentary good food.""","""""""📍GHARPAYY MAXX  COED !
 🚀 Attention: Pre-Booking Required!   enjoy a seamless experience upon arrival! 

🎯DESTINATION [https://maps.app.goo.gl/gLsyacTfgpiaKf5c8]

 secure your spot before you regret it! See you soon in Bangalore!🏃‍♂💨!""""       """,read the terms and condition ,MAXX COED GGF,FF21 LIT - Thubarahalli,FF21-LIT | Thubarahalli,GHARPAYY X FF21,https://youtube.com/shorts/YtXKF8Sjb4A?feature=share,,,,,*COMMUNITY & LIFESTYLE SPACES*,,,
,HOOD  COED ,Kundanhalli,,"MADHAV , MWB",,,,"TWIN SHARING ROOMS 
15750/16950
STUDIO ROOMS 
19800/36600
POD ROOMS 
17950/19950
SINGLE ROOM 
28900/32000               ",,"""⚡️ Welcome to Gharpayy HOOD COED ⚡️
❤️ We’re thrilled you loved our rooms. 🚀 Exclusive PRE LAUNCH Offer Alert: ~UPTO 4K OFF MONTHLY~

TWIN SHARING ROOMS 
💛 Pods Single Deluxe – ~Originally 20k~, now just 18k!
❤️ Pods Single Premium – ~Formerly 21k~, now specially priced at 19k!                       
  STUDIO ROOMS 
💛 Twin Room – ~Originally 24k~, now just 22k!
❤️ Single Rooms– ~Formerly 40k~, now specially priced at 38k!
   PODS ROOMS 
💛 Pods Single Basic– ~Originally 21k~, now just 19k!
❤️ Pods Single Deluxe  – ~Formerly 24k~, now specially priced at 22k!                                              
  SINGLE ROOMS                                                                                                                                             💛 Twin/Couple Deluxe – ~Originally 32k~, now just 30k!
❤️ Twin/Couple Premium – ~Formerly 36k~, now specially priced at 34k!

💥 Act Fast: Lock in your reservation NOW and save 2000+ RS every month on a 3-month stay! Offer expires in 24 hours.📌 Prebook now for just 10k! 🔥 Enjoy complimentary good food.""","""""""📍GHARPAYY HOOD  COED !
 🚀 Attention: Pre-Booking Required!   enjoy a seamless experience upon arrival! 

🎯DESTINATION [https://maps.app.goo.gl/EkxZH5JPxmpuZbgs8]

 secure your spot before you regret it! See you soon in Bangalore!🏃‍♂💨!""""       """,read the terms and condition ,KDH COED ,FF21 - KDH ,FF21-KDH | Kundalahalli,GHARPAYY X FF21,https://youtube.com/shorts/AohbjwG4fdI?feature=share,,,,,"ALL-INCLUSIVE AMENITIES (BUILT INTO YOUR RENT) This isn’t a place to stay. It’s a system designed to remove friction from daily life.                             
🧹 Housekeeping
* Professional cleaning twice a week, based on room type

🍽️ Food (Weekdays)
* Breakfast & Dinner
* Monday to Friday

⚙️ Utilities & Daily Essentials
* Maintenance & Water
* RO Drinking Water
* High-Speed Wi-Fi
* Scheduled Pest Control
* 24×7 CCTV & Security

🧺 Laundry Support 2–4 Laundry Coupons
(Varies by room category)

🛏️ In-Room Comforts
* Refrigerator
* Dedicated Workstation (Table & Chair)
* Wardrobe Organizer Sets

 COMMUNITY & LIFESTYLE SPACES

🎯 Social & Recreation
* Game Room: Table Tennis, Pool, Foosball
* Board Games
* PS4 Gaming Console

🎬 Entertainment Zones
* Home Theater with Netflix, Prime & Hotstar
* TV with Tata Sky in common areas

🏡 Shared Living Spaces
* Lounge Area • Dining Area
* Sky Deck & Terrace Access

 Self-Use Convenience* • Fully equipped self-cooking kitchen stations

 TRANSPARENCY, ALWAYS
* Electricity charged on actual consumption
* All prices are inclusive of applicable taxes and charges

Designed for people who value time, comfort, and clarity. Everything you need. Nothing you need to chase.",,,
